ID,PART_PROGRAM_ID,NAME,HASH,PATH,CURRENTFILE,DATE_CREATED,LAST_UPDATED
49,61,C:\ABC_Licom PRG\plex.txt,F7866EAB66F1D205A453FF7E3BDE2163,F7866EAB66F1D205A453FF7E3BDE2163_plex.txt,System.String[],2025-05-27 18:01:57.8277024,2025-05-27 18:01:57.8277024
50,62,C:\ABC_Licom PRG\prova cassonetto vts 215.txt,FE5B3B4CEA912D2FB6DED9D895A61B6A,FE5B3B4CEA912D2FB6DED9D895A61B6A_prova cassonetto vts 215.txt,System.String[],2025-05-28 09:30:19.0044786,2025-05-28 09:30:19.0044786
51,64,C:\ABC_Licom PRG\prova cassonetto vts 215 VER.txt,89FA7A11FA0A4E04408AEAC79D072297,89FA7A11FA0A4E04408AEAC79D072297_prova cassonetto vts 215 VER.txt,System.String[],2025-05-28 09:51:47.7249352,2025-05-28 09:51:47.7249352
52,65,C:\ABC_Licom PRG\NewProject05.txt,6F6B28C8D3F2DD2BB0F212D33504B435,6F6B28C8D3F2DD2BB0F212D33504B435_NewProject05.txt,System.String[],2025-05-28 09:57:38.4976179,2025-05-28 09:57:38.4976179
53,66,C:\ABC_Licom PRG\NewProject06.txt,6320472198759C9D0F6531712FA887BF,6320472198759C9D0F6531712FA887BF_NewProject06.txt,System.String[],2025-05-28 09:58:02.8929287,2025-05-28 09:58:02.8929287
54,67,C:\ABC_Licom PRG\PULIZIA 3X2.txt,43175C9848E8D6C62BC91278BB75A096,43175C9848E8D6C62BC91278BB75A096_PULIZIA 3X2.txt,System.String[],2025-05-28 10:08:38.7767691,2025-05-28 10:08:38.7767691
55,68,C:\ABC_Licom PRG\PULIZIE\PULIZIA 3X2.txt,43175C9848E8D6C62BC91278BB75A096,43175C9848E8D6C62BC91278BB75A096_PULIZIA 3X2.txt,System.String[],2025-05-28 10:09:58.0926765,2025-05-28 10:09:58.0926765
56,69,C:\ABC_Licom PRG\NewProject02.txt,6FA9FA17737C1EACC0E383C881245E98,6FA9FA17737C1EACC0E383C881245E98_NewProject02.txt,System.String[],2025-05-28 10:15:40.9666226,2025-05-28 10:15:40.9666226
57,70,C:\ABC_Licom PRG\tettuccio muletto.txt,6BAD4902D3762D71674BFF5D048F8097,6BAD4902D3762D71674BFF5D048F8097_tettuccio muletto.txt,System.String[],2025-05-28 10:52:53.1185876,2025-05-28 10:52:53.1185876
58,71,C:\ABC_Licom PRG\tettuccio muletto.txt,,_tettuccio muletto.txt,System.String[],2025-05-28 10:53:42.3896774,2025-05-28 10:53:42.3896774
59,72,C:\ABC_Licom PRG\tettuccio muletto.txt,75240233BE176CF0AE8B1F49A29CE2C7,75240233BE176CF0AE8B1F49A29CE2C7_tettuccio muletto.txt,System.String[],2025-05-28 10:53:43.9178759,2025-05-28 10:53:43.9178759
60,73,C:\ABC_Licom PRG\tettuccio muletto.txt,E5D13F77587BD6329301B138C1F45A9A,E5D13F77587BD6329301B138C1F45A9A_tettuccio muletto.txt,System.String[],2025-05-28 11:13:29.6749828,2025-05-28 11:13:29.6749828
61,74,C:\ABC_Licom PRG\tettuccio muletto.txt,D7CA76F54E6ADCF25852F4C9DBFA5064,D7CA76F54E6ADCF25852F4C9DBFA5064_tettuccio muletto.txt,System.String[],2025-05-28 11:20:19.9678908,2025-05-28 11:20:19.9678908
62,75,C:\ABC_Licom PRG\tettuccio muletto.txt,44CCEDF6AEE9A3D0E0CBE4958380EEA7,44CCEDF6AEE9A3D0E0CBE4958380EEA7_tettuccio muletto.txt,System.String[],2025-05-28 11:21:08.7006838,2025-05-28 11:21:08.7006838
63,76,C:\ABC_Licom PRG\f.txt,C43124939454D6B2ADD7D5BA09BD4948,C43124939454D6B2ADD7D5BA09BD4948_f.txt,System.String[],2025-05-28 11:33:45.2435523,2025-05-28 11:33:45.2435523
64,77,C:\ABC_Licom PRG\NewProject07.txt,72F4604ACC7652E5EBB2F0613F0FBE62,72F4604ACC7652E5EBB2F0613F0FBE62_NewProject07.txt,System.String[],2025-05-28 11:36:04.5754825,2025-05-28 11:36:04.5754825
65,78,C:\ABC_Licom PRG\NewProject08.txt,EE1C9B24AFC5999FD68B9C518FD4D2BF,EE1C9B24AFC5999FD68B9C518FD4D2BF_NewProject08.txt,System.String[],2025-05-28 11:39:03.1191394,2025-05-28 11:39:03.1191394
66,80,C:\ABC_Licom PRG\NewProject01.txt,085862F23B0CB80755C4D1C855D729A8,085862F23B0CB80755C4D1C855D729A8_NewProject01.txt,System.String[],2025-05-28 12:11:59.7095104,2025-05-28 12:11:59.7095104
67,81,C:\ABC_Licom PRG\VCUT 16.txt,B97EA58608C0723F8C55A063D6075252,B97EA58608C0723F8C55A063D6075252_VCUT 16.txt,System.String[],2025-05-28 12:14:44.9831401,2025-05-28 12:14:44.9831401
68,82,C:\ABC_Licom PRG\NewProject04.txt,9B9311CC001613EC9DD4D584F3C20095,9B9311CC001613EC9DD4D584F3C20095_NewProject04.txt,System.String[],2025-05-28 12:24:15.8785218,2025-05-28 12:24:15.8785218
69,83,C:\ABC_Licom PRG\NewProject05.txt,109B27BCF68C60C66A2B7F4530BC2C30,109B27BCF68C60C66A2B7F4530BC2C30_NewProject05.txt,System.String[],2025-05-28 12:27:55.426029,2025-05-28 12:27:55.426029
70,84,C:\ABC_Licom PRG\DIAMANTE.txt,C613946EEE89AD3204908EDE199BCE09,C613946EEE89AD3204908EDE199BCE09_DIAMANTE.txt,System.String[],2025-05-28 13:15:09.2522114,2025-05-28 13:15:09.2522114
71,86,C:\ABC_Licom PRG\DIAMANTE.txt,ACACCE19287AAA7F83082621EE026816,ACACCE19287AAA7F83082621EE026816_DIAMANTE.txt,System.String[],2025-05-28 13:31:32.6688767,2025-05-28 13:31:32.6688767
72,87,C:\ABC_Licom PRG\DIAMANTE.txt,,_DIAMANTE.txt,System.String[],2025-05-28 13:35:04.6485825,2025-05-28 13:35:04.6485825
73,88,C:\ABC_Licom PRG\DIAMANTE.txt,8F08621A2A7EECAE18D90C1B9596533A,8F08621A2A7EECAE18D90C1B9596533A_DIAMANTE.txt,System.String[],2025-05-28 13:35:06.1704407,2025-05-28 13:35:06.1704407
74,89,C:\ABC_Licom PRG\DIAMANTE.txt,3E6D451414A97CBC0F6B47FE54B7F2CB,3E6D451414A97CBC0F6B47FE54B7F2CB_DIAMANTE.txt,System.String[],2025-05-28 13:36:13.2355091,2025-05-28 13:36:13.2355091
75,90,C:\ABC_Licom PRG\barre catene.txt,A98B0CB0D8888069769BE9997E30DF57,A98B0CB0D8888069769BE9997E30DF57_barre catene.txt,System.String[],2025-05-28 14:27:45.2888361,2025-05-28 14:27:45.2888361
76,91,C:\ABC_Licom PRG\barre catene.txt,,_barre catene.txt,System.String[],2025-05-28 14:30:02.0376037,2025-05-28 14:30:02.0376037
77,92,C:\ABC_Licom PRG\barre catene.txt,0C78754E1069C00935A8C8C162817059,0C78754E1069C00935A8C8C162817059_barre catene.txt,System.String[],2025-05-28 14:30:03.5644636,2025-05-28 14:30:03.5644636
78,93,C:\ABC_Licom PRG\NewProject04.txt,6215C14DAF4E1DAAC7FB5FF4E20A5CA9,6215C14DAF4E1DAAC7FB5FF4E20A5CA9_NewProject04.txt,System.String[],2025-05-28 14:55:32.0481266,2025-05-28 14:55:32.0481266
79,94,C:\ABC_Licom PRG\RETTIFICA MDF.txt,C342E8EB4CBDE131A34FF2F043033E4D,C342E8EB4CBDE131A34FF2F043033E4D_RETTIFICA MDF.txt,System.String[],2025-05-28 15:24:28.7777232,2025-05-28 15:24:28.7777232
80,95,C:\ABC_Licom PRG\CORNICI PST 1MM.txt,6EE20D5DBB5922AD074DEDD106EA0FE0,6EE20D5DBB5922AD074DEDD106EA0FE0_CORNICI PST 1MM.txt,System.String[],2025-05-28 17:08:21.5381394,2025-05-28 17:08:21.5381394
81,96,C:\ABC_Licom PRG\CORNICE.txt,23BED4F8C8FB1F9B8D9B8C3310754D2C,23BED4F8C8FB1F9B8D9B8C3310754D2C_CORNICE.txt,System.String[],2025-05-28 17:10:53.0766775,2025-05-28 17:10:53.0766775
82,97,C:\ABC_Licom PRG\smoot.txt,2B1F970FB3EB913E2E75B6380B38CD14,2B1F970FB3EB913E2E75B6380B38CD14_smoot.txt,System.String[],2025-05-28 17:16:22.4156548,2025-05-28 17:16:22.4156548
83,98,C:\ABC_Licom PRG\FORI.txt,71F757ED82C1D45A9423293167810E33,71F757ED82C1D45A9423293167810E33_FORI.txt,System.String[],2025-05-28 17:20:27.5807258,2025-05-28 17:20:27.5807258
84,99,C:\ABC_Licom PRG\BOH.txt,4A4BCEC24508FBA0080DDCA19E90C8C2,4A4BCEC24508FBA0080DDCA19E90C8C2_BOH.txt,System.String[],2025-05-28 17:23:33.1007569,2025-05-28 17:23:33.1007569
85,100,C:\ABC_Licom PRG\TAGLIO.txt,8AF3FAA59E5157B36ABD868128347389,8AF3FAA59E5157B36ABD868128347389_TAGLIO.txt,System.String[],2025-05-28 17:24:21.8151177,2025-05-28 17:24:21.8151177
86,101,C:\ABC_Licom PRG\EEEH.txt,596CF93F31CA508FFD35BB3CDD9FFAE2,596CF93F31CA508FFD35BB3CDD9FFAE2_EEEH.txt,System.String[],2025-05-28 17:29:30.7693653,2025-05-28 17:29:30.7693653
87,102,C:\ABC_Licom PRG\fresata per laterali.txt,573B8C5FAB0E17DF52FE6C04DB26A51D,573B8C5FAB0E17DF52FE6C04DB26A51D_fresata per laterali.txt,System.String[],2025-05-29 10:02:46.1404492,2025-05-29 10:02:46.1404492
88,103,C:\ABC_Licom PRG\fresata per laterali.txt,,_fresata per laterali.txt,System.String[],2025-05-29 10:03:05.76468,2025-05-29 10:03:05.76468
89,104,C:\ABC_Licom PRG\fresata per laterali.txt,30C26D1A042CF5734D4816A6BAE8DF43,30C26D1A042CF5734D4816A6BAE8DF43_fresata per laterali.txt,System.String[],2025-05-29 10:03:07.2815648,2025-05-29 10:03:07.2815648
90,105,C:\ABC_Licom PRG\fresata per laterali.txt,C8EE1AAC810AF8641522C9BF5499B419,C8EE1AAC810AF8641522C9BF5499B419_fresata per laterali.txt,System.String[],2025-05-29 10:11:35.2873862,2025-05-29 10:11:35.2873862
91,107,C:\ABC_Licom PRG\fresata per laterali.txt,D404AD3F1991ECBF84A37BDD706D4F51,D404AD3F1991ECBF84A37BDD706D4F51_fresata per laterali.txt,System.String[],2025-05-29 10:19:35.2202716,2025-05-29 10:19:35.2202716
92,108,C:\ABC_Licom PRG\ribasso barre a 12mm.txt,100874DFE8BC134826C385F8732F63F5,100874DFE8BC134826C385F8732F63F5_ribasso barre a 12mm.txt,System.String[],2025-05-29 12:33:56.7294097,2025-05-29 12:33:56.7294097
93,109,C:\ABC_Licom PRG\ribasso barre a 12mm.txt,,_ribasso barre a 12mm.txt,System.String[],2025-05-29 13:42:38.155292,2025-05-29 13:42:38.155292
94,110,C:\ABC_Licom PRG\ribasso barre a 12mm.txt,4A1553EA10BCC431237B9F5E0D21A01C,4A1553EA10BCC431237B9F5E0D21A01C_ribasso barre a 12mm.txt,System.String[],2025-05-29 13:42:39.6774345,2025-05-29 13:42:39.6774345
95,111,C:\ABC_Licom PRG\fresata per laterali.txt,A37CCE0ECCBCF2539C880AE2022B08D8,A37CCE0ECCBCF2539C880AE2022B08D8_fresata per laterali.txt,System.String[],2025-05-29 15:03:06.589209,2025-05-29 15:03:06.589209
96,112,C:\ABC_Licom PRG\cornice gigi.txt,02DCF723A17837E61346AA35B10CE592,02DCF723A17837E61346AA35B10CE592_cornice gigi.txt,System.String[],2025-05-29 16:01:45.5916516,2025-05-29 16:01:45.5916516
97,113,C:\ABC_Licom PRG\cornice.txt,73A5450B772749DC6391C55F9FC89491,73A5450B772749DC6391C55F9FC89491_cornice.txt,System.String[],2025-05-29 16:19:04.4274975,2025-05-29 16:19:04.4274975
98,114,C:\ABC_Licom PRG\cor 2.txt,076490698CB7C35937F5B41406CEFE72,076490698CB7C35937F5B41406CEFE72_cor 2.txt,System.String[],2025-05-29 16:22:04.5608724,2025-05-29 16:22:04.5608724
99,115,C:\ABC_Licom PRG\fresata per laterali.txt,E867181E0F3E168B651F147A17EBF671,E867181E0F3E168B651F147A17EBF671_fresata per laterali.txt,System.String[],2025-05-29 16:43:09.2981923,2025-05-29 16:43:09.2981923
100,116,C:\ABC_Licom PRG\fori.txt,6FBFB23F8D33F235151C2C534F2C455E,6FBFB23F8D33F235151C2C534F2C455E_fori.txt,System.String[],2025-05-29 16:51:48.6683493,2025-05-29 16:51:48.6683493
101,117,C:\ABC_Licom PRG\cornice fresata.txt,E48674445B347D24CCC3B9B98C69B2B2,E48674445B347D24CCC3B9B98C69B2B2_cornice fresata.txt,System.String[],2025-05-29 16:58:06.1433037,2025-05-29 16:58:06.1433037
102,118,C:\ABC_Licom PRG\pallini.txt,9A141AB3D324B930A99057C54D64F4D4,9A141AB3D324B930A99057C54D64F4D4_pallini.txt,System.String[],2025-05-29 17:11:39.9474032,2025-05-29 17:11:39.9474032
103,119,C:\ABC_Licom PRG\cornice fresata.txt,3E2A6E4252AC96B6173099FFF9A4D6A1,3E2A6E4252AC96B6173099FFF9A4D6A1_cornice fresata.txt,System.String[],2025-05-29 17:16:23.5677398,2025-05-29 17:16:23.5677398
104,120,C:\ABC_Licom PRG\pal12.txt,7977375E7264998C59B8DE294F4D073B,7977375E7264998C59B8DE294F4D073B_pal12.txt,System.String[],2025-05-29 17:31:54.2544244,2025-05-29 17:31:54.2544244
105,121,C:\ABC_Licom PRG\pal12 k.txt,F06F1013A5961F7C99FB45E7E12B3174,F06F1013A5961F7C99FB45E7E12B3174_pal12 k.txt,System.String[],2025-05-29 17:33:26.0850141,2025-05-29 17:33:26.0850141
106,122,C:\ABC_Licom PRG\cornice fresata.txt,B47E495E20AEB8B9CEE8FF2D6A7A1B9F,B47E495E20AEB8B9CEE8FF2D6A7A1B9F_cornice fresata.txt,System.String[],2025-05-29 17:37:45.2610461,2025-05-29 17:37:45.2610461
107,123,C:\ABC_Licom PRG\cornice.txt,67CD0C0C5ECCC5452C5D79EA899A20D6,67CD0C0C5ECCC5452C5D79EA899A20D6_cornice.txt,System.String[],2025-05-29 17:40:50.5297426,2025-05-29 17:40:50.5297426
108,124,C:\ABC_Licom PRG\la.txt,9F1C21E882726D566B9A944C31FCA067,9F1C21E882726D566B9A944C31FCA067_la.txt,System.String[],2025-05-29 17:55:39.8976062,2025-05-29 17:55:39.8976062
109,125,C:\ABC_Licom PRG\las.txt,771AAB9903A7769DC9E352817A0A153E,771AAB9903A7769DC9E352817A0A153E_las.txt,System.String[],2025-05-29 17:57:27.263287,2025-05-29 17:57:27.263287
110,126,C:\ABC_Licom PRG\lama.txt,8597B8449C08E4D7D5341F3CE35F5801,8597B8449C08E4D7D5341F3CE35F5801_lama.txt,System.String[],2025-05-29 18:11:27.1054105,2025-05-29 18:11:27.1054105
111,127,C:\ABC_Licom PRG\cornice fresata.txt,98CB4D58B36F150BD3E0361F63DADF8E,98CB4D58B36F150BD3E0361F63DADF8E_cornice fresata.txt,System.String[],2025-05-29 18:26:19.893995,2025-05-29 18:26:19.893995
112,128,C:\ABC_Licom PRG\cornic.txt,5FBE68DFF169B355E970F9E6350A3A18,5FBE68DFF169B355E970F9E6350A3A18_cornic.txt,System.String[],2025-05-29 18:27:28.0259105,2025-05-29 18:27:28.0259105
113,129,C:\ABC_Licom PRG\cobgf.txt,FFFE691E9A5A019FC02F3D8F40BDA364,FFFE691E9A5A019FC02F3D8F40BDA364_cobgf.txt,System.String[],2025-05-29 18:28:57.1136098,2025-05-29 18:28:57.1136098
114,130,C:\ABC_Licom PRG\la1.txt,5274E5811F26A76CD0BA9A43FD0E3E6C,5274E5811F26A76CD0BA9A43FD0E3E6C_la1.txt,System.String[],2025-05-29 18:32:43.5314396,2025-05-29 18:32:43.5314396
115,131,C:\ABC_Licom PRG\la2.txt,D034380819DBA6D7311DEF0858E32362,D034380819DBA6D7311DEF0858E32362_la2.txt,System.String[],2025-05-29 18:33:33.3262201,2025-05-29 18:33:33.3262201
116,132,C:\ABC_Licom PRG\fre.txt,A66EA43529FE2F2BFC32916917EDAA12,A66EA43529FE2F2BFC32916917EDAA12_fre.txt,System.String[],2025-05-29 18:35:34.3828551,2025-05-29 18:35:34.3828551
117,133,C:\ABC_Licom PRG\aletta pol 3mm bianco.txt,BB3AB12E0E89A9AD7DFC8CDD489EFDB1,BB3AB12E0E89A9AD7DFC8CDD489EFDB1_aletta pol 3mm bianco.txt,System.String[],2025-05-30 08:34:54.9584147,2025-05-30 08:34:54.9584147
